"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"119","RT @AbemaTimes: „ÄêÂÜôÁúü13Êûö„ÄëÊ∑±Â∑ùÈ∫ªË°£„Åå„Éë„É≥Â±ã1Êó•Â∫óÈï∑„Å´Â∞±‰ªª„ÄÅ‚Äù„É¢„É§„Ç≠„É•„É≥‚ÄùÊøÉ„ÅèÂá∫„Å¶„ÇãÂàù‰∏ªÊºîÊò†Áîª„ÇíPR
@pan_bus #Ê∑±Â∑ùÈ∫ªË°£ #„Åæ„ÅÑ„Åæ„ÅÑ #ËÅñÊØç #„Éë„É≥„Å®„Éê„Çπ„Å®2Â∫¶ÁõÆ„ÅÆ„Éè„ÉÑ„Ç≥„Ç§
‚ñºË©≥Á¥∞„ÅØË®ò‰∫ã„Çí
https://t.co/RgzsD3S7Wp https:‚Ä¶",FALSE,0,NA,2018-01-31 00:33:36,FALSE,NA,"958498464878350336",NA,"<a href=""http://twitter.softama.com/"" rel=""nofollow"">„ÉÑ„Ç§„Çø„Éû+ for Android</a>","F100_AZ1",4,TRUE,FALSE,NA,NA
"120","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:33:34,FALSE,NA,"958498457630756864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hixtapehype247",804,TRUE,FALSE,NA,NA
"121","RT @heymonteith: minha saga no bus tirando o ""sai da frente"" https://t.co/OIQ9PEy7vB",FALSE,0,NA,2018-01-31 00:33:34,FALSE,NA,"958498457303560192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rosescamilizers",1,TRUE,FALSE,NA,NA
"122","RT @SwatiJaiHind: What to do? How can Delhi sleep today when 8 month baby has been brutally raped in Capital? Have we become so insensitive‚Ä¶",FALSE,0,NA,2018-01-31 00:33:34,FALSE,NA,"958498454971518977",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ThatSabrinaGirl",2347,TRUE,FALSE,NA,NA
"123","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:33:33,FALSE,NA,"958498449774739456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sierraaaa123_",18815,TRUE,FALSE,NA,NA
"124","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:33:31,FALSE,NA,"958498443395239936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AtomJaguar",18815,TRUE,FALSE,NA,NA
"125","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:33:31,FALSE,NA,"958498440933240832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hskyoong",4172,TRUE,FALSE,NA,NA
"126","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:33:30,FALSE,NA,"958498440090185728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","erinmenaa",18815,TRUE,FALSE,NA,NA
"127","RT @SpikeReeds: How is Black Panther the ‚ÄúBlackest movie ever‚Äù. God I wish yall would stfu. It‚Äôs not blacker than ‚ÄúDo the Right Thing‚Äù, ‚ÄúMo‚Ä¶",FALSE,0,NA,2018-01-31 00:33:29,FALSE,NA,"958498435275030529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","___Keezus",131,TRUE,FALSE,NA,NA
"128","T√¥i ƒë√£ th√≠ch video https://t.co/pHgj70kaHW wheels on the bus go round and round Ì†ΩÌ∫å Nursery Rhymes Î≤ÑÏä§Ïóê Î∞îÌÄ¥Í∞Ä Part 257#",FALSE,0,NA,2018-01-31 00:33:26,FALSE,NA,"958498423031943168",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Sokkervn",0,FALSE,FALSE,NA,NA
"129","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:33:25,FALSE,NA,"958498417466101761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alondratobias",18815,TRUE,FALSE,NA,NA
"130","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:33:25,FALSE,NA,"958498417277255680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","softbubu",4172,TRUE,FALSE,NA,NA
"131","RT @kaley_vang__: LEMME Ì†ΩÌ±èÌ†ºÌøªSEE Ì†ΩÌ±èÌ†ºÌøªTHE Ì†ΩÌ±èÌ†ºÌøªFOOTAGE Ì†ΩÌ±èÌ†ºÌøªFROM Ì†ΩÌ±èÌ†ºÌøªTHEÌ†ΩÌ±èÌ†ºÌøª BUS Ì†ΩÌ±èÌ†ºÌøª #thebachelor",FALSE,0,NA,2018-01-31 00:33:24,FALSE,NA,"958498415587020800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GreenMaryD",86,TRUE,FALSE,NA,NA
"132","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:33:24,FALSE,NA,"958498414685310978",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lady_Starlord16",4172,TRUE,FALSE,NA,NA
"133","RT @rancheroni: dad: here it is! our spooky ride around town
me: what
dad: this is what you said you wanted
me: no dad I said the ghost bus‚Ä¶",FALSE,0,NA,2018-01-31 00:33:24,FALSE,NA,"958498413317771264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TrapTart",14,TRUE,FALSE,NA,NA
"134","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:33:23,FALSE,NA,"958498408028753920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tat4RMy",804,TRUE,FALSE,NA,NA
"135","40 people from my company are on a bus on 10 heading to top golf.The local guys are telling us stories about trying‚Ä¶ https://t.co/fDCRfkgIPl",FALSE,0,NA,2018-01-31 00:33:22,TRUE,NA,"958498405810081794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cricket_14",0,FALSE,FALSE,NA,NA
"136","RT @rancheroni: dad: here it is! our spooky ride around town
me: what
dad: this is what you said you wanted
me: no dad I said the ghost bus‚Ä¶",FALSE,0,NA,2018-01-31 00:33:22,FALSE,NA,"958498404014968833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ancientexiles",14,TRUE,FALSE,NA,NA
"137","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:33:21,FALSE,NA,"958498401263521792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vaiiolett10",804,TRUE,FALSE,NA,NA
"138","RT @DanielRMed: Otro bus de transmilenio que se incendia en Aut norte ¬øPor qu√© Pe√±alosa fren√≥ licitaci√≥n para comprar buses nuevos que obli‚Ä¶",FALSE,0,NA,2018-01-31 00:33:20,FALSE,NA,"958498397580873728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CCamilinho",104,TRUE,FALSE,NA,NA
"139","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:33:19,FALSE,NA,"958498394699333632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BF07ANGEL",804,TRUE,FALSE,NA,NA
"140","Palace „Å´„Çà„ÇãÈÅä„Å≥ÂøÉÊ∫¢„Çå„ÇãÊñ∞Â∫ÉÂëä„Åå„É≠„É≥„Éâ„É≥ÂêçÁâ©„ÅÆ2ÈöéÂª∫„Å¶„Éê„Çπ„Å´Âá∫Áèæ via @HYPEBEAST
 https://t.co/4Wmu9M3zTS",FALSE,0,NA,2018-01-31 00:33:19,FALSE,NA,"958498391364845568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xxxsei00",0,FALSE,FALSE,NA,NA
"141","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:33:18,FALSE,NA,"958498387401244672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laurafeb16",804,TRUE,FALSE,NA,NA
"142","Hindi ako makatulog sa bus, ang ingay ni @Reysie_Alcasid Ì†ΩÌ∏©Ì†ΩÌ∏©",FALSE,0,NA,2018-01-31 00:33:17,FALSE,NA,"958498382351183872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","micalogronio",0,FALSE,FALSE,NA,NA
"143","RT @g_abrielasdf: Solo para recordarte que no hay d√≠a en que las mujeres no tengamos que subir a un bus sin miedo a que nos rocen o que nos‚Ä¶",FALSE,0,NA,2018-01-31 00:33:16,FALSE,NA,"958498378307940352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mpoicon",7,TRUE,FALSE,NA,NA
"144","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:33:15,FALSE,NA,"958498375896268801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yoongibrb",4172,TRUE,FALSE,NA,NA
"145","RT @AmazingSpongbob: What Ì†ΩÌ±Ö
time Ì†ΩÌ±Ö   
does Ì†ΩÌ±Ö  
the Ì†ΩÌ±Ö   
next Ì†ΩÌ±Ö   
bus Ì†ΩÌ±Ö   
leave Ì†ΩÌ±Ö   
to Ì†ΩÌ±Ö   
bikini Ì†ΩÌ±Ö   
bottom Ì†ΩÌ±Ö",FALSE,0,NA,2018-01-31 00:33:14,FALSE,NA,"958498372641533952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chey_hughes",869,TRUE,FALSE,NA,NA
"146","@iowahawkblog All the years of my youth, taking the bus to Santa Monica beach, I watched the Getty being built and‚Ä¶ https://t.co/cyZekJuEus",FALSE,0,"iowahawkblog",2018-01-31 00:33:13,TRUE,"958494774977318914","958498369520873472","149913262","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HAAddison",0,FALSE,FALSE,NA,NA
"147","@manofbird If you need emotional support, take the f--king bus already.",FALSE,0,"manofbird",2018-01-31 00:33:11,FALSE,"958496875631476737","958498361052618752","102243250","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stuffchannel",0,FALSE,FALSE,NA,NA
"148","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:33:10,FALSE,NA,"958498354429767680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheRealJaron",18815,TRUE,FALSE,NA,NA
"149","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:33:09,FALSE,NA,"958498351007354880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChloeNochu",804,TRUE,FALSE,NA,NA
"150","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:33:09,FALSE,NA,"958498349606416386",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_xlidy",18815,TRUE,FALSE,NA,NA
"151","COMEDY: SIRBALO CLINIC - DANGEROUS BUS STOP (Nigerian Comedy) https://t.co/do11Gux6Rm https://t.co/AUumf65RjG",FALSE,0,NA,2018-01-31 00:33:09,FALSE,NA,"958498348700336128",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","Starloaded",0,FALSE,FALSE,NA,NA
"152","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:33:08,FALSE,NA,"958498345256812544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pooodah_",18815,TRUE,FALSE,NA,NA
"153","besides, is it really shade if you very publically threw black women under the bus on this here very app you're big mad on now",FALSE,1,"hyperfemmed",2018-01-31 00:33:08,FALSE,"958498115895644161","958498345198260225","876541295841476608","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hyperfemmed",0,FALSE,FALSE,NA,NA
"154","Yuba Bus now booking group transportation for local weddings! #nevadacityweddings #ncweddings‚Ä¶ https://t.co/xWGiIINfv8",FALSE,0,NA,2018-01-31 00:33:07,FALSE,NA,"958498341268148224",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","yuba_bus",0,FALSE,FALSE,NA,NA
"155","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:33:05,FALSE,NA,"958498332162297856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","harryperfsmile",804,TRUE,FALSE,NA,NA
"156","The girl who sits next to me in astronomy is v talkative and today she told me her high school‚Äôs bad bc a girl got‚Ä¶ https://t.co/mVDxOZzlSZ",FALSE,1,NA,2018-01-31 00:33:04,TRUE,NA,"958498330019074048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mvorbach159",0,FALSE,FALSE,NA,NA
"157","RT @PasionTricolor1: ""Esta banda va a estar siempre a tu lado"" Ì†ºÌæµÌ†ºÌæ∑ Algunos Bolsos esperaron al bus del DECANO y lo alentaron en la salida de‚Ä¶",FALSE,0,NA,2018-01-31 00:33:02,FALSE,NA,"958498321827540992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NicolasCorvi",8,TRUE,FALSE,NA,NA
"158","RT @kokkoippan: @kurokawashigeru ÂêåÊÑü„Åß„Åô",FALSE,0,NA,2018-01-31 00:33:02,FALSE,NA,"958498319273099264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallow_bus",1,TRUE,FALSE,NA,NA
"159","RT @makimaki_cdp: @kurokawashigeru Èï∑Â¶ª„Åï„Çì„ÅØÂêå‰∏ÄÂä¥ÂÉçÂêå‰∏ÄË≥ÉÈáë„Å£„Å¶„Åä„Å£„Åó„ÇÉ„Å£„Å¶„Åæ„Åó„Åü„Åå„ÄÅÈùûÊ≠£Ë¶èÂÖ¨ÂãôÂì°„Å£„Å¶Ê≠£Ë¶è„ÅåÊãÖ„Çè„Å™„ÅÑ„Åì„Å®„Åó„Å¶„Çã„ÅÆ„Åß„ÄÅÁµêÂ±Ä„Äå„Åù„ÅÆÂä¥ÂÉç„Å´„ÅØ„Åì„Çå„Åè„Çâ„ÅÑ„ÅåÂ¶•ÂΩì„Äç„Å®Ë®Ä„Çè„Çå„Å¶„ÄÅË≥ÉÈáëÂæÖÈÅá„Åù„ÅÆ„Åæ„Åæ„Å£„Å¶„Åì„Å®„Å´„Å™„Çä„Åæ„Åô„Åã„Å≠‚Ä¶
Ê≠£Ë¶è„Çà„Çä„Çà„Å£„ÅΩ„Å©Â∞ÇÈñÄ‚Ä¶",FALSE,0,NA,2018-01-31 00:33:00,FALSE,NA,"958498312251830272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallow_bus",5,TRUE,FALSE,NA,NA
"160","@etellurian @cbcnewsbc @JustinTrudeau @NDP Awe cmon, someone, somewhere felt hurt... Like some SJW felt they weren'‚Ä¶ https://t.co/2XNDdKTFxy",FALSE,0,"etellurian",2018-01-31 00:32:58,TRUE,"958464674135093250","958498304748281856","50014086","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Camkamacpcam",0,FALSE,FALSE,NA,NA
"161","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:58,FALSE,NA,"958498303590707201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bearmyx",804,TRUE,FALSE,NA,NA
"162","RT @rollncoaster: Why!? Why is it so difficult to talk to people in Japan. I‚Äôm waiting for the bus to come, which is awfully late. Then com‚Ä¶",FALSE,0,NA,2018-01-31 00:32:56,FALSE,NA,"958498297601171456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DanielAmaton",1,TRUE,FALSE,NA,NA
"163","RT @iitskimchiii: my dysfunctional family Ì†ΩÌ≤õ // 
one bus ride and a bart train couldn‚Äôt stop meÌ†ΩÌ∏á 
-
@PRETTYMUCH @nickmara @Edwin_Honoret @zi‚Ä¶",FALSE,0,NA,2018-01-31 00:32:56,FALSE,NA,"958498296124776453",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wymarreaga",2,TRUE,FALSE,NA,NA
"164","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:55,FALSE,NA,"958498290038902784",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Ellasomerhalder",804,TRUE,FALSE,NA,NA
"165","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:54,FALSE,NA,"958498288998608896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jinannsg",804,TRUE,FALSE,NA,NA
"166","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:54,FALSE,NA,"958498288717778944",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_ashleylew",18815,TRUE,FALSE,NA,NA
"167","The guy sitting across from me on the bus is scrolling through his pictures looking at his dog (yellow lab)",FALSE,0,NA,2018-01-31 00:32:54,FALSE,NA,"958498288113725441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KatelynBrinza",0,FALSE,FALSE,NA,NA
"168","RT @NARAL: BREAKING: Mitch McConnell has scheduled a vote on the 20-week abortion ban for TONIGHT. We cannot let Republicans throw women un‚Ä¶",FALSE,0,NA,2018-01-31 00:32:54,FALSE,NA,"958498288088633344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","formargaretn",3171,TRUE,FALSE,NA,NA
"169","RT @SweetberryTae_: Recuerdan cuando Jungkook encontr√≥ un bus con su nombre por su cumplea√±os
Estaba muy feliz y apenado...‚ô°‚ô°

#ThankYouJun‚Ä¶",FALSE,0,NA,2018-01-31 00:32:53,FALSE,NA,"958498282707341312",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sofiabril_05",692,TRUE,FALSE,NA,NA
"170","@TheJusticeDept Hon. Mr. Sessions, why is it so difficult 4 U 2 understand that Rod Rosenstein has thrown U under t‚Ä¶ https://t.co/DBmsjJ85hN",FALSE,0,"TheJusticeDept",2018-01-31 00:32:52,TRUE,NA,"958498278894723077","73181712","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","US_Veteran2017",0,FALSE,FALSE,NA,NA
"171","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:50,FALSE,NA,"958498270321479680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EmilyStyles811",18815,TRUE,FALSE,NA,NA
"172","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:49,FALSE,NA,"958498267557433344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xWHERExIxAMx",804,TRUE,FALSE,NA,NA
"173","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:47,FALSE,NA,"958498258644545536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AmbitiousOlivia",18815,TRUE,FALSE,NA,NA
"174","RT @saluckiks: Mdrrr tu vas tranquillement prendre le bus https://t.co/6Oh0RAFDrb",FALSE,0,NA,2018-01-31 00:32:46,FALSE,NA,"958498255524061185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ToADarkGirl",7566,TRUE,FALSE,NA,NA
"175","RT @BassCabMan: @thomasthetaxi Bang On! Lets do It big! Airports, bus depots, train stations. Unless we cost this City millions we will NEV‚Ä¶",FALSE,0,NA,2018-01-31 00:32:43,FALSE,NA,"958498240030273536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UberOut",1,TRUE,FALSE,NA,NA
"176","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:43,FALSE,NA,"958498239598096384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReginaPonti",804,TRUE,FALSE,NA,NA
"177","LRT: Its sad since theres like a pack of 20 kids that goes out and smokes real cigs, weed or vapes by the bus stop‚Ä¶ https://t.co/dj8VWYV1QG",FALSE,0,NA,2018-01-31 00:32:42,TRUE,NA,"958498236855185409",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sallymencer",0,FALSE,FALSE,NA,NA
"178","RT @TheLastRefuge2: 31. Either Priestap is going to be the attempted fall-guy for the entire scheme.

-OR-

Bill Priestap saw the bus comin‚Ä¶",FALSE,0,NA,2018-01-31 00:32:39,FALSE,NA,"958498226285445120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeeHumanity007",700,TRUE,FALSE,NA,NA
"179","RT @kurokawashigeru: „Åæ„Åü„ÇÇ„ÅÆ„Åô„Åî„ÅèËÖπ„ÅåÁ´ã„Å£„Å¶„Åç„Åü„ÄÇ„Å©„ÅÜËÄÉ„Åà„Å¶„ÇÇ‰∫∫‰ª∂Ë≤ª„ÅåÊ∏õ„Çã„Çè„Åë„Å™„ÅÑ„Åò„ÇÉ„Çì„ÄÇ‰ªä„ÅÑ„ÇãÊ≠£Ë¶èËÅ∑Âì°„Å†„Åë„ÅÆÂä¥‰ΩøËá™Ê≤ª„Å™„Çì„Åß„Åô„Åã„ÄÅ„Å®ËÅû„Åç„Åü„Åè„Å™„Çä„Åæ„Åô„Çà„ÄÇ„Åù„Çå„ÅåÂÖ¨ÂãôÂì°ÈùûÊ≠£Ë¶è„ÅÆÊúÄ„ÇÇÊÇ≤ÊÉ®„Å™„Å®„Åì„Çç„Å´„ÅÇ„ÇãÁä∂Ê≥Å„Åò„ÇÉ„Å™„ÅÑ„Çì„Åß„Åô„Åã„ÄÇ„Åù„ÅÜ„ÅÑ„ÅÜÈàçÊÑü„Åï„ÅåËÖπÁ´ã„Åó„ÅÑ„Å®„Åì„Çç„Åß„Åô„ÄÇ",FALSE,0,NA,2018-01-31 00:32:39,FALSE,NA,"958498225815617537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallow_bus",27,TRUE,FALSE,NA,NA
"180","RT @MarceloHCabrera: Siempre pensando en el bienestar de los cuencanos, y mejorar la calidad del servicio de transporte p√∫blico, hoy recorr‚Ä¶",FALSE,0,NA,2018-01-31 00:32:39,FALSE,NA,"958498223508910080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brandeeharrin13",275,TRUE,FALSE,NA,NA
"181","RT @TheLastRefuge2: 30. Priestap's boss, Andrew McCabe has been caught. His subordinate, Peter Strzok, has most certainly been caught.  And‚Ä¶",FALSE,0,NA,2018-01-31 00:32:38,FALSE,NA,"958498220509941765",NA,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>","ToddSpates",694,TRUE,FALSE,NA,NA
"182","RT @PasionTricolor1: ""Esta banda va a estar siempre a tu lado"" Ì†ºÌæµÌ†ºÌæ∑ Algunos Bolsos esperaron al bus del DECANO y lo alentaron en la salida de‚Ä¶",FALSE,0,NA,2018-01-31 00:32:37,FALSE,NA,"958498214839242752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","feli13albornoz",8,TRUE,FALSE,NA,NA
"183","RT @thenumberfest: We are excited to announce our partnership with https://t.co/8BA6eIsiTS for the 16th Edition of Number Fest! 

There wil‚Ä¶",FALSE,0,NA,2018-01-31 00:32:35,FALSE,NA,"958498209277644800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Justine_M_R",13,TRUE,FALSE,NA,NA
